site_id,date,sarimax,xgboost,random_forest,ensemble
SITE_001,2025-01-01,58.8462418676354,52.647118,48.30652982142854,53.26662976793668
SITE_001,2025-01-02,59.49483415018767,52.647118,48.30652982142854,53.4828271954541
SITE_001,2025-01-03,59.559194061905146,52.647118,48.30652982142854,53.50428049935993
SITE_001,2025-01-04,59.56558050587773,52.647118,48.30652982142854,53.50640931401745
SITE_001,2025-01-05,59.566214233636856,52.647118,48.30652982142854,53.50662055660383
SITE_001,2025-01-06,59.56627711839974,52.647118,48.30652982142854,53.50664151819146
SITE_001,2025-01-07,59.56628335826099,52.647118,48.30652982142854,53.50664359814521
SITE_001,2025-01-08,59.5662839775905,52.647118,48.30652982142854,53.50664380458838
SITE_001,2025-01-09,59.56628403905779,52.647118,48.30652982142854,53.506643825077475
SITE_001,2025-01-10,59.56628404511139,52.647118,48.30652982142854,53.50664382709534
SITE_001,2025-01-11,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-12,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-13,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-14,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-15,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-16,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-17,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-18,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-19,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-20,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-21,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-22,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-23,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-24,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-25,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-26,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-27,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-28,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-29,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-30,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-01-31,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-01,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-02,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-03,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-04,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-05,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-06,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-07,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-08,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-09,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-10,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-11,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-12,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-13,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-14,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-15,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-16,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-17,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-18,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
SITE_001,2025-02-19,59.56628404557705,52.647118,48.30652982142854,53.506643827250564
