site_id,date,ensemble,sarimax,xgboost,random_forest,opening_inventory_sim,closing_inventory_sim,silo_capacity,deliveries_tonnes,reorder_alert,stockout_risk
SITE_001,2025-01-01,53.26662976793668,58.8462418676354,52.647118,48.30652982142854,5.85,0.0,448,0.0,True,True
SITE_001,2025-01-02,53.4828271954541,59.49483415018767,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-03,53.50428049935993,59.559194061905146,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-04,53.50640931401745,59.56558050587773,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-05,53.50662055660383,59.566214233636856,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-06,53.50664151819146,59.56627711839974,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-07,53.50664359814521,59.56628335826099,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-08,53.50664380458838,59.5662839775905,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-09,53.50664382507748,59.56628403905779,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-10,53.50664382709534,59.56628404511139,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-11,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-12,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-13,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-14,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-15,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-16,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-17,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-18,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-19,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-20,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-21,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-22,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-23,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-24,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-25,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-26,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-27,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-28,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-29,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-30,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-01-31,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-01,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-02,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-03,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-04,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-05,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-06,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-07,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-08,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-09,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-10,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-11,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-12,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-13,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-14,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-15,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-16,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-17,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-18,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-19,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-20,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-21,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-22,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-23,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-24,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
SITE_001,2025-02-25,53.50664382725056,59.56628404557705,52.647118,48.30652982142854,0.0,0.0,448,0.0,True,True
